"Dilution","Content",".copy","Sample","T.0","T.10","T.20","T.30","T.40","T.50","T.60","T.70","T.80","T.90","T.100","T.110","T.120","T.130","T.140","T.150","T.160","T.170","T.180","T.190","T.200","T.210","T.220","T.230","T.240","T.250","T.260","T.270","T.280","T.290","T.300","T.310","T.320","T.330","T.340","T.350","T.360","T.370","T.380","T.390","T.400","T.410","T.420","T.430","T.440","T.450","T.460","T.470","T.480","T.490","T.500","T.510","T.520","T.530","T.540","T.550","T.560","T.570","T.580","T.590","T.600","T.610","T.620","T.630","T.640","T.650","T.660","T.670","T.680","T.690","T.700","T.710","T.720","T.730","T.740","T.750","T.760","T.770","T.780","T.790","T.800","T.810","T.820","T.830","T.840","T.850","T.860","T.870","T.880","T.890","T.900","T.910","T.920","T.930","T.940","T.950","T.960","T.970","T.980","T.990","T.1000","T.1010","T.1020","T.1030","T.1040","T.1050","T.1060","T.1070","T.1080"
0.0625,"Elution",1,"Un_0070 1/1",0.109405,0.0863516,0.0843759,0.0831618,0.0824162,0.0816598,0.0808769,0.0806697,0.0805104,0.0808696,0.0801042,0.0797014,0.0799953,0.0798217,0.079971,0.0796257,0.0795054,0.0797579,0.0799427,0.0798152,0.0799718,0.0808345,0.0813548,0.0823646,0.0838403,0.0855536,0.0882971,0.0917061,0.095496,0.100595,0.106218,0.112702,0.119435,0.127382,0.136158,0.145543,0.155407,0.166358,0.177972,0.190228,0.205756,0.213939,0.228444,0.241767,0.253519,0.265619,0.274992,0.284837,0.294395,0.303652,0.313752,0.32192,0.330148,0.338927,0.347071,0.356678,0.364376,0.374076,0.384435,0.393583,0.402516,0.411219,0.419047,0.427458,0.433837,0.437838,0.444094,0.447906,0.451494,0.457763,0.461381,0.463785,0.468491,0.471265,0.472989,0.476548,0.477894,0.478357,0.47924,0.479833,0.480323,0.482011,0.482908,0.482552,0.484432,0.484764,0.484762,0.485646,0.487033,0.487336,0.487311,0.488134,0.488569,0.489048,0.489321,0.489487,0.489737,0.490426,0.4899,0.490444,0.490717,0.490416,0.491803,0.491807,0.492587,0.492146,0.49247,0.492563,0.492781
0.03125,"Elution",1,"Un_0071 1/1",0.11158,0.0851938,0.0827441,0.081277,0.0804866,0.0805031,0.0794666,0.0793235,0.0789041,0.078714,0.0785048,0.0783161,0.0778147,0.077954,0.0775188,0.0774455,0.0771123,0.0772289,0.0770562,0.0770719,0.0773925,0.0776239,0.0781977,0.0792126,0.0804457,0.0821011,0.0843668,0.0873001,0.091201,0.0960058,0.10101,0.107973,0.115382,0.123813,0.133457,0.142237,0.152152,0.16239,0.172773,0.184979,0.196374,0.207626,0.217113,0.228268,0.23632,0.246741,0.25709,0.267091,0.277546,0.28662,0.295751,0.305762,0.31503,0.324722,0.334332,0.344846,0.354087,0.364427,0.373663,0.381569,0.390536,0.398412,0.407994,0.415231,0.421306,0.42827,0.433404,0.436869,0.4414,0.445996,0.448682,0.45036,0.453112,0.45403,0.454984,0.457452,0.458293,0.459328,0.460597,0.460265,0.461459,0.461885,0.461474,0.461602,0.462684,0.462261,0.462252,0.462383,0.462641,0.462388,0.462783,0.462264,0.462731,0.462835,0.463207,0.463064,0.462786,0.462808,0.4629,0.462508,0.462452,0.462529,0.462934,0.462996,0.462639,0.461999,0.462326,0.462199,0.462761
0,"Elution",1,"Un_0072 1/1",0.106383,0.088686,0.0861478,0.0851306,0.0855009,0.0851116,0.0843129,0.0841703,0.0840036,0.0836122,0.0834939,0.08357,0.0836651,0.0834915,0.0831371,0.0828874,0.0831161,0.0834936,0.0831077,0.0832162,0.0835729,0.0843125,0.0849957,0.0861072,0.087744,0.0895972,0.0921285,0.0959585,0.100012,0.104479,0.110057,0.11624,0.122419,0.129167,0.13588,0.144385,0.152073,0.160254,0.169587,0.178987,0.187411,0.196158,0.209317,0.217275,0.223477,0.23136,0.239734,0.247847,0.255821,0.266098,0.27224,0.280815,0.289876,0.298203,0.307526,0.316687,0.325544,0.335489,0.344541,0.353498,0.361853,0.369636,0.377908,0.386666,0.393728,0.399384,0.405517,0.409434,0.413998,0.417696,0.420034,0.423479,0.4265,0.429211,0.431966,0.434187,0.434476,0.436604,0.438217,0.43918,0.439441,0.44085,0.441129,0.441506,0.442789,0.443416,0.443774,0.44376,0.443597,0.443943,0.444549,0.444663,0.444567,0.444866,0.445135,0.445172,0.445524,0.445721,0.445325,0.445826,0.446102,0.446318,0.447065,0.446701,0.446952,0.446654,0.4472,0.447957,0.448727
2,"Elution",2,"Un_0073 1/1",0.143605,0.0860516,0.0835318,0.0816421,0.0808211,0.0801418,0.0787376,0.0785512,0.078092,0.0778387,0.0776613,0.0773777,0.0773854,0.0773024,0.076927,0.0772093,0.0765071,0.0769509,0.0769869,0.077239,0.0774086,0.0782304,0.0791337,0.0802225,0.0819212,0.0850809,0.0874421,0.0912756,0.0966942,0.106171,0.110345,0.136863,0.126568,0.139339,0.148391,0.184342,0.193373,0.196624,0.219568,0.24952,0.273836,0.305675,0.315539,0.328847,0.341595,0.353878,0.366223,0.378296,0.391198,0.403547,0.417489,0.435904,0.442714,0.451267,0.459359,0.46746,0.475085,0.48431,0.490577,0.49729,0.504176,0.510841,0.515381,0.51954,0.52319,0.526085,0.529242,0.531088,0.533776,0.535686,0.536717,0.538729,0.539382,0.540457,0.541096,0.541835,0.542255,0.541321,0.541763,0.541819,0.542962,0.542313,0.541887,0.541883,0.542207,0.541136,0.540647,0.539462,0.539282,0.539391,0.539005,0.538004,0.537871,0.538297,0.538068,0.537518,0.537486,0.53703,0.53663,0.536208,0.536373,0.535771,0.536438,0.535756,0.535781,0.534482,0.534637,0.534347,0.534426
1,"Elution",2,"Un_0074 1/1",0.108901,0.0800286,0.0779431,0.076845,0.0764386,0.0758119,0.0753113,0.0746772,0.0745672,0.0746465,0.0743459,0.0741749,0.0742808,0.0738653,0.0740958,0.073755,0.0738781,0.074087,0.0738543,0.0743314,0.0745603,0.0749181,0.0760785,0.0769944,0.078805,0.0808064,0.0837908,0.0872489,0.0920804,0.0976611,0.103986,0.115315,0.122049,0.129255,0.139388,0.151682,0.180216,0.190519,0.210879,0.225211,0.250113,0.258873,0.276531,0.288246,0.30157,0.314275,0.327885,0.342141,0.355439,0.36723,0.37921,0.391948,0.403808,0.415614,0.428059,0.438137,0.449297,0.459211,0.470102,0.478347,0.486357,0.502324,0.505203,0.512662,0.519805,0.523121,0.530537,0.533992,0.539003,0.541443,0.545279,0.547891,0.549424,0.550882,0.55286,0.554191,0.555716,0.555706,0.556219,0.556151,0.556607,0.562908,0.558356,0.557185,0.556682,0.55547,0.554411,0.554777,0.554342,0.553657,0.553962,0.55356,0.55302,0.552832,0.552124,0.55196,0.551931,0.551216,0.550914,0.551134,0.550945,0.550615,0.550361,0.55025,0.549261,0.548816,0.548382,0.547868,0.547853
0.5,"Elution",2,"Un_0075 1/1",0.124691,0.0890301,0.0866018,0.085113,0.0848302,0.0840472,0.0836976,0.0830114,0.0828452,0.08269,0.0833748,0.0829867,0.0830127,0.0831601,0.0831178,0.0830986,0.0830316,0.0833776,0.0833255,0.0840592,0.0844022,0.0851788,0.0860375,0.0872531,0.088735,0.0907865,0.0929836,0.0964692,0.101618,0.105257,0.112149,0.117722,0.126034,0.133377,0.144062,0.155529,0.168329,0.188623,0.205615,0.219941,0.231384,0.241101,0.253643,0.269151,0.281537,0.297867,0.312171,0.323813,0.336981,0.350844,0.364374,0.376755,0.389908,0.403556,0.41816,0.429446,0.441731,0.453334,0.465807,0.4787,0.489344,0.497403,0.509835,0.518598,0.527028,0.539075,0.546549,0.549928,0.554874,0.558377,0.561568,0.563343,0.565983,0.567316,0.569043,0.571653,0.571367,0.573093,0.573543,0.573595,0.574563,0.576518,0.576284,0.576813,0.577326,0.578219,0.578066,0.578533,0.578305,0.578531,0.578062,0.57832,0.581271,0.578591,0.579582,0.579811,0.578953,0.579152,0.580771,0.579615,0.58005,0.578789,0.578578,0.578361,0.578095,0.58221,0.583615,0.581929,0.580053
0.25,"Elution",2,"Un_0076 1/1",0.11956,0.0924796,0.0899521,0.0887727,0.0882586,0.0875713,0.087202,0.086771,0.0864286,0.0859529,0.0861348,0.0858197,0.0855363,0.0857449,0.0855085,0.0850187,0.0851083,0.0854109,0.0852787,0.0854564,0.0857314,0.0859896,0.0868228,0.0873728,0.0889147,0.0906126,0.0928085,0.0961296,0.0998096,0.105121,0.110963,0.117802,0.125375,0.135412,0.143367,0.154592,0.167421,0.182011,0.197059,0.20983,0.229896,0.248437,0.2597,0.278875,0.288965,0.30015,0.31447,0.327582,0.340716,0.352811,0.366554,0.379277,0.391675,0.404171,0.417494,0.429425,0.440689,0.451517,0.462846,0.471794,0.481408,0.490686,0.498571,0.506935,0.514841,0.521402,0.527911,0.534789,0.538712,0.542495,0.544769,0.54717,0.549171,0.550273,0.552008,0.551959,0.553371,0.553144,0.553083,0.552323,0.553416,0.552821,0.552721,0.552143,0.552811,0.55205,0.551635,0.551181,0.550754,0.550116,0.549972,0.549222,0.549062,0.548437,0.547617,0.54807,0.546848,0.546418,0.545551,0.545164,0.544959,0.544725,0.544689,0.5442,0.543886,0.543099,0.542514,0.541916,0.541833
0.125,"Elution",2,"Un_0077 1/1",0.112406,0.106894,0.106648,0.105967,0.106372,0.10576,0.10592,0.105714,0.105562,0.10559,0.105953,0.105315,0.105486,0.105857,0.105564,0.105961,0.105061,0.105543,0.105607,0.105864,0.105842,0.1068,0.106924,0.108613,0.109881,0.112079,0.114493,0.117189,0.121519,0.126353,0.13311,0.13911,0.147703,0.154163,0.163967,0.173758,0.184494,0.198327,0.211037,0.223055,0.235865,0.251862,0.267879,0.278268,0.289142,0.29908,0.311054,0.322316,0.337925,0.351849,0.36429,0.374029,0.382679,0.392968,0.404421,0.414183,0.424687,0.434899,0.443399,0.453961,0.4626,0.470376,0.478739,0.487111,0.493751,0.50184,0.508487,0.512855,0.518911,0.523362,0.526025,0.529625,0.533467,0.535667,0.538277,0.539774,0.54122,0.541976,0.544109,0.543936,0.544748,0.545677,0.545729,0.545679,0.545516,0.54548,0.54471,0.544981,0.544013,0.543923,0.543053,0.54268,0.542493,0.543539,0.543101,0.542352,0.542344,0.542295,0.542175,0.541586,0.541214,0.54141,0.541682,0.541617,0.541334,0.54099,0.540661,0.540956,0.541212
0.0625,"Elution",2,"Un_0078 1/1",0.123871,0.106752,0.104442,0.103297,0.102336,0.101743,0.101169,0.100977,0.100725,0.100448,0.100107,0.0998876,0.100087,0.0998014,0.0996954,0.0992566,0.0994275,0.0991908,0.0994118,0.0995066,0.0996451,0.100431,0.10118,0.101876,0.103264,0.105327,0.107879,0.111491,0.11576,0.120723,0.126594,0.133881,0.141122,0.150128,0.159385,0.16928,0.179579,0.190006,0.204024,0.21705,0.231108,0.243976,0.262164,0.27285,0.288136,0.300581,0.311579,0.322203,0.332311,0.346451,0.357099,0.366828,0.377689,0.388501,0.397231,0.405771,0.418228,0.428615,0.437275,0.446629,0.454972,0.462856,0.469584,0.477708,0.483483,0.490007,0.495542,0.499879,0.503106,0.50806,0.510956,0.512672,0.516029,0.518223,0.51981,0.522028,0.522864,0.523472,0.524775,0.525137,0.524991,0.525629,0.526117,0.526544,0.526532,0.526216,0.525685,0.525219,0.525247,0.524211,0.524493,0.523108,0.523384,0.523842,0.523865,0.523481,0.522875,0.523338,0.522899,0.524006,0.522775,0.52271,0.52298,0.522799,0.522552,0.521498,0.522218,0.521843,0.522642
0.03125,"Elution",2,"Un_0079 1/1",0.112755,0.0936044,0.0934534,0.0931677,0.0931255,0.092896,0.0928346,0.09312,0.0928512,0.0927359,0.092491,0.0930352,0.0927639,0.0928012,0.0928428,0.0928112,0.0932847,0.0928239,0.0932016,0.0929035,0.0934676,0.0938102,0.094764,0.0951254,0.0967749,0.0983468,0.101071,0.104089,0.10838,0.112842,0.118283,0.125678,0.132483,0.140621,0.150399,0.16116,0.16985,0.181824,0.193766,0.207097,0.218972,0.234297,0.249303,0.262673,0.277459,0.290491,0.302591,0.313985,0.323664,0.334903,0.344104,0.35488,0.367472,0.376564,0.388978,0.397871,0.408107,0.419526,0.428735,0.4373,0.446589,0.455462,0.463668,0.471757,0.47735,0.48343,0.489825,0.493438,0.497282,0.502178,0.505427,0.507948,0.510806,0.512992,0.513937,0.516745,0.518054,0.518914,0.519762,0.520016,0.520539,0.520733,0.520114,0.520687,0.521516,0.521187,0.520515,0.520493,0.521013,0.519929,0.520166,0.519489,0.518968,0.519555,0.519979,0.519618,0.519333,0.519707,0.519562,0.519175,0.519625,0.519374,0.519816,0.519633,0.519982,0.519224,0.519663,0.520654,0.519866
0,"Elution",2,"Un_0080 1/1",0.111061,0.0888203,0.086532,0.0854167,0.0847917,0.0841391,0.0837688,0.0831091,0.0828155,0.0828337,0.0828764,0.0823913,0.0827445,0.0824036,0.0822577,0.0821297,0.0820859,0.0824844,0.0821512,0.0824746,0.082867,0.0831779,0.0837021,0.0851126,0.087457,0.0891835,0.0916994,0.0945328,0.098291,0.102602,0.108723,0.114151,0.120795,0.129284,0.136269,0.14522,0.154871,0.16414,0.175318,0.188504,0.198584,0.207611,0.228109,0.234001,0.246057,0.256401,0.265464,0.275897,0.287898,0.29712,0.307805,0.31714,0.327862,0.336082,0.346789,0.35646,0.365254,0.375617,0.386707,0.394422,0.403011,0.412346,0.417284,0.425731,0.433377,0.440307,0.446127,0.449571,0.454888,0.45954,0.463389,0.467304,0.470543,0.473055,0.475277,0.47736,0.479942,0.480865,0.481695,0.482276,0.483304,0.483739,0.483899,0.484672,0.48565,0.484794,0.485035,0.485046,0.484643,0.484549,0.485355,0.484417,0.484158,0.484669,0.484999,0.484172,0.484008,0.484217,0.483742,0.483852,0.484434,0.48408,0.4845,0.484669,0.484518,0.484333,0.484695,0.484895,0.485511
2,"Elution",3,"Un_0081 1/1",0.141261,0.0925576,0.090602,0.0895808,0.0903366,0.0900837,0.0892531,0.0890369,0.0886704,0.0886326,0.0883799,0.0880803,0.0882238,0.0882138,0.0879372,0.087845,0.0875553,0.0878467,0.0876837,0.0881993,0.0887272,0.0897534,0.0911425,0.0929161,0.0944306,0.0969225,0.100137,0.103776,0.109196,0.121395,0.121951,0.131598,0.140823,0.154208,0.173549,0.172459,0.209278,0.226263,0.240763,0.261705,0.278781,0.31786,0.33223,0.341554,0.353219,0.365929,0.378771,0.391434,0.403916,0.417474,0.429963,0.443569,0.45395,0.461907,0.469273,0.476679,0.484155,0.493925,0.500281,0.506261,0.511888,0.519548,0.52331,0.527769,0.532266,0.536681,0.539915,0.541131,0.542578,0.544511,0.544069,0.545489,0.546709,0.547405,0.548246,0.549412,0.549774,0.549569,0.549227,0.549591,0.549563,0.549319,0.549202,0.547941,0.548062,0.547484,0.546433,0.545645,0.545366,0.545067,0.544749,0.54436,0.543731,0.543139,0.542276,0.542217,0.542226,0.541316,0.540886,0.540424,0.540053,0.540053,0.539737,0.539574,0.539221,0.538816,0.538001,0.538073,0.538135
1,"Elution",3,"Un_0082 1/1",0.103148,0.082819,0.0805794,0.0795525,0.0788132,0.0782898,0.0774986,0.0776813,0.077985,0.07938,0.0795606,0.0793137,0.0792759,0.0789077,0.0784308,0.078035,0.0777088,0.0773113,0.0773297,0.0778297,0.0783935,0.0793747,0.080209,0.0815033,0.0830936,0.0850411,0.087488,0.0905273,0.0952913,0.100467,0.106534,0.113917,0.122386,0.130869,0.140889,0.152615,0.167888,0.187367,0.205595,0.222727,0.234758,0.250686,0.26519,0.282,0.296108,0.309711,0.325312,0.33961,0.353621,0.366026,0.378893,0.390408,0.404628,0.414984,0.428583,0.439364,0.454184,0.463458,0.470522,0.483448,0.490436,0.498341,0.506876,0.515889,0.520257,0.526168,0.532686,0.535677,0.543957,0.546093,0.547662,0.548996,0.553248,0.552967,0.555063,0.555673,0.556166,0.558,0.557223,0.556834,0.556671,0.558111,0.556097,0.555749,0.556632,0.555382,0.555471,0.555168,0.554471,0.55397,0.55412,0.553626,0.553608,0.553237,0.553279,0.552871,0.552271,0.55163,0.551302,0.550883,0.550501,0.550593,0.550652,0.550424,0.550278,0.549863,0.550184,0.550464,0.550294
0.5,"Elution",3,"Un_0083 1/1",0.105421,0.0812607,0.078912,0.0779813,0.0770287,0.0765433,0.0763736,0.0761911,0.076035,0.0762444,0.0762679,0.0760012,0.0759731,0.0760063,0.0762787,0.0759806,0.0762369,0.0759722,0.0763603,0.0765237,0.0767965,0.0774352,0.0782459,0.0791166,0.0808996,0.0827149,0.0856415,0.0887541,0.0932716,0.0989258,0.104812,0.112377,0.120361,0.130039,0.139955,0.150465,0.163286,0.176721,0.195424,0.221925,0.240224,0.255247,0.272588,0.286006,0.297005,0.309193,0.320826,0.332322,0.343666,0.355022,0.365241,0.376486,0.388186,0.399965,0.410687,0.419687,0.430465,0.44268,0.451549,0.461429,0.469421,0.477939,0.485704,0.493497,0.50092,0.507158,0.512669,0.517195,0.521291,0.524589,0.527822,0.529582,0.532991,0.533956,0.535857,0.539576,0.539601,0.540162,0.541072,0.545517,0.546738,0.54325,0.543279,0.543989,0.544398,0.544408,0.543898,0.54253,0.54113,0.540118,0.539764,0.539355,0.538462,0.537957,0.538079,0.536724,0.536317,0.535815,0.535267,0.535144,0.535059,0.534969,0.534988,0.53463,0.534414,0.53358,0.533188,0.532689,0.533622
0.25,"Elution",3,"Un_0084 1/1",0.101885,0.0993917,0.0987253,0.0989501,0.0994158,0.0992505,0.0991857,0.09914,0.0992206,0.0996385,0.0999259,0.0999396,0.100178,0.10051,0.100496,0.100203,0.10038,0.100871,0.100699,0.10104,0.101488,0.102588,0.103221,0.104451,0.106325,0.108598,0.111147,0.114321,0.118198,0.123418,0.131098,0.136545,0.145494,0.154042,0.164014,0.176321,0.193663,0.206979,0.22445,0.238013,0.250832,0.271035,0.28579,0.297504,0.312592,0.328146,0.343187,0.358637,0.371168,0.396409,0.405275,0.418545,0.430573,0.444707,0.457232,0.469788,0.480673,0.493718,0.503597,0.515941,0.53349,0.542514,0.553256,0.563839,0.571694,0.57865,0.587422,0.592921,0.597761,0.606596,0.611466,0.616574,0.619503,0.619827,0.622159,0.625804,0.626569,0.62662,0.628252,0.627908,0.628262,0.631414,0.630683,0.630259,0.63131,0.631352,0.631327,0.63087,0.630531,0.630307,0.630738,0.630155,0.630003,0.630285,0.629417,0.629465,0.629443,0.629495,0.629059,0.628781,0.628948,0.628256,0.628842,0.628542,0.628095,0.627895,0.628133,0.628111,0.627933
0.125,"Elution",3,"Un_0085 1/1",0.10796,0.0971957,0.0962254,0.0959591,0.0956507,0.0956462,0.0951046,0.094528,0.0942099,0.0942264,0.0938887,0.0937932,0.0935203,0.0931633,0.0933401,0.093207,0.09321,0.0936815,0.0933051,0.093703,0.0942334,0.0948658,0.0954663,0.0963289,0.0979645,0.09938,0.102421,0.105408,0.109778,0.115729,0.121837,0.127704,0.135624,0.145342,0.158074,0.165848,0.177516,0.19187,0.204848,0.218084,0.232057,0.245066,0.261615,0.27471,0.288286,0.303318,0.323753,0.326722,0.337841,0.349577,0.361389,0.376926,0.387936,0.400436,0.413352,0.424257,0.436788,0.448452,0.45988,0.469654,0.481594,0.487367,0.496606,0.506036,0.512394,0.519326,0.527038,0.530522,0.536677,0.541264,0.544963,0.548193,0.552726,0.554337,0.555827,0.55865,0.559403,0.559437,0.560363,0.559662,0.560484,0.560517,0.560289,0.560068,0.560698,0.560613,0.55948,0.559009,0.558474,0.558283,0.557811,0.558013,0.556424,0.555996,0.555522,0.555308,0.555235,0.554328,0.553846,0.553567,0.552709,0.552634,0.552706,0.552949,0.552311,0.55183,0.550996,0.550486,0.55177
0.0625,"Elution",3,"Un_0086 1/1",0.10113,0.0796921,0.0776149,0.0769313,0.0767141,0.0759812,0.0754246,0.0752732,0.0754555,0.0749686,0.0749464,0.0750892,0.0749715,0.0750256,0.0750709,0.0748399,0.0747627,0.0748425,0.0749997,0.075198,0.0755741,0.0761352,0.076828,0.0777745,0.0794512,0.0815554,0.084182,0.0873422,0.0920859,0.0968698,0.103577,0.109932,0.118278,0.127035,0.136374,0.147562,0.158333,0.171304,0.184473,0.198906,0.215311,0.22601,0.241746,0.255832,0.268789,0.2808,0.292408,0.304015,0.31745,0.32751,0.339597,0.349997,0.360439,0.370329,0.383061,0.392261,0.402703,0.413257,0.42198,0.430104,0.439704,0.445956,0.453579,0.461175,0.466295,0.470899,0.476722,0.481835,0.485761,0.489555,0.492652,0.495795,0.496495,0.498504,0.499623,0.500747,0.502398,0.502782,0.503772,0.503333,0.504289,0.504574,0.504448,0.504104,0.504871,0.504656,0.504362,0.504372,0.504136,0.503811,0.504226,0.504187,0.504183,0.504273,0.503495,0.502833,0.503312,0.5026,0.502627,0.502872,0.502566,0.502979,0.50308,0.50307,0.502793,0.502476,0.502169,0.502214,0.502473
0.03125,"Elution",3,"Un_0087 1/1",0.0911772,0.0871081,0.0865247,0.0854383,0.0851362,0.0843883,0.0841007,0.084079,0.084573,0.0843786,0.0842131,0.0837854,0.0839613,0.0841626,0.0840469,0.083761,0.0835333,0.0834729,0.083565,0.0835784,0.0840055,0.0847327,0.0850452,0.0858299,0.0874722,0.0901139,0.0919668,0.0949213,0.0986072,0.103575,0.109792,0.116201,0.122622,0.131352,0.140814,0.150177,0.160763,0.171859,0.186236,0.199068,0.211918,0.223625,0.243666,0.26138,0.281662,0.296163,0.309775,0.321165,0.333465,0.345892,0.358072,0.371595,0.383764,0.396359,0.4073,0.418942,0.430474,0.442388,0.451745,0.460561,0.468116,0.475689,0.482378,0.49055,0.495601,0.501835,0.507491,0.512591,0.517437,0.520809,0.524408,0.526283,0.528231,0.529557,0.530751,0.531799,0.533021,0.531436,0.532437,0.532174,0.531554,0.532738,0.530869,0.530438,0.531198,0.530623,0.530202,0.53001,0.528548,0.528678,0.528685,0.528618,0.528868,0.529821,0.528763,0.528341,0.528093,0.527552,0.527577,0.527267,0.527502,0.528239,0.527761,0.527828,0.527552,0.528419,0.528144,0.528974,0.52929
0,"Elution",3,"Un_0088 1/1",0.0984913,0.0809289,0.0793569,0.0783614,0.0774992,0.0774983,0.0766615,0.0766879,0.0764963,0.0765219,0.076315,0.0758751,0.0758859,0.075786,0.0756754,0.075633,0.0755766,0.075127,0.0754904,0.076127,0.0757739,0.0764655,0.0775621,0.0780187,0.0796579,0.0816437,0.0842803,0.0884568,0.0924047,0.0973301,0.103608,0.109266,0.11511,0.12269,0.130413,0.138723,0.146692,0.155425,0.164803,0.178123,0.185712,0.193725,0.202909,0.213173,0.223656,0.231871,0.241863,0.250127,0.259962,0.269289,0.278643,0.287628,0.298697,0.307963,0.317575,0.325938,0.335157,0.345467,0.355912,0.367202,0.374886,0.384377,0.391865,0.400402,0.408222,0.415032,0.420592,0.424912,0.428011,0.432733,0.436483,0.439061,0.441533,0.444111,0.444758,0.447658,0.448369,0.450335,0.451135,0.451918,0.451958,0.452764,0.452482,0.452573,0.453071,0.453303,0.452849,0.453582,0.452643,0.452716,0.453591,0.452478,0.452622,0.453367,0.453076,0.451954,0.452519,0.452759,0.452683,0.452357,0.452881,0.453329,0.453616,0.453637,0.453731,0.453823,0.455018,0.455295,0.455733
2,"Elution_w_o",1,"Un_0089 1/1",0.110249,0.0836157,0.0826982,0.0819355,0.081143,0.0804938,0.0797786,0.0796223,0.0793457,0.0790675,0.0792135,0.0788017,0.079161,0.0784866,0.0784656,0.0779627,0.0781211,0.0778588,0.0778423,0.0776603,0.0773353,0.0774818,0.0774699,0.0772447,0.0775467,0.0771704,0.0772233,0.0770334,0.0770138,0.0765849,0.0767467,0.0769969,0.0768339,0.0768299,0.0766307,0.0763305,0.076808,0.07661,0.076443,0.0760081,0.0762221,0.0761859,0.0764218,0.0759759,0.0763511,0.0759067,0.0762099,0.0760634,0.076084,0.0763218,0.0760209,0.0758338,0.0757742,0.0759787,0.076042,0.0758614,0.0760513,0.0762012,0.0762774,0.0761369,0.0755016,0.0754653,0.0757193,0.0757932,0.075805,0.0757418,0.0754945,0.0757977,0.0754383,0.0756542,0.0756728,0.0755469,0.075123,0.0753549,0.075295,0.075473,0.0758295,0.0754717,0.0755698,0.075531,0.0753113,0.0755448,0.0754651,0.0752048,0.0758203,0.0761052,0.0755993,0.0754714,0.0750786,0.0752386,0.075435,0.0754826,0.0754098,0.0753736,0.0753616,0.0753339,0.0752748,0.0754135,0.0753988,0.0752967,0.0752798,0.0750199,0.0757777,0.0755108,0.0755713,0.0747676,0.0751192,0.0748805,0.0749125
1,"Elution_w_o",1,"Un_0090 1/1",0.0991034,0.0899644,0.0886654,0.0875617,0.0870147,0.0862177,0.0855616,0.0852669,0.0847742,0.08506,0.0855297,0.0857857,0.0858088,0.0856568,0.0852093,0.0850553,0.0852805,0.0851991,0.085329,0.0850266,0.0854068,0.0854546,0.0856592,0.0853992,0.0848034,0.0850888,0.0849853,0.0845963,0.0845636,0.0842813,0.0845929,0.0848474,0.0844792,0.0845331,0.084514,0.0842835,0.0844386,0.0844972,0.084181,0.0843984,0.0844763,0.0847676,0.0842225,0.0844117,0.0843122,0.0838031,0.0839608,0.0842174,0.0841247,0.084438,0.0841728,0.0839187,0.0838255,0.0837865,0.0839147,0.0840597,0.0838429,0.0844137,0.0841114,0.0840975,0.0840248,0.0836664,0.0839835,0.0844834,0.0839322,0.0841203,0.0837238,0.083918,0.0835816,0.0837443,0.0839342,0.0838533,0.0836956,0.0838021,0.0834221,0.0839402,0.0837032,0.0839939,0.0840305,0.083689,0.0839769,0.083837,0.0836322,0.0837418,0.0837846,0.0842236,0.0842824,0.0835037,0.0836668,0.0836044,0.0839799,0.0839844,0.0838124,0.0838689,0.0839834,0.0838023,0.0839734,0.0839525,0.0836718,0.0838052,0.0835708,0.0837797,0.0837844,0.0838319,0.0839799,0.0833898,0.0832599,0.0833806,0.0834606
0.5,"Elution_w_o",1,"Un_0091 1/1",0.10456,0.0944469,0.0921111,0.0910862,0.0900217,0.0895334,0.0886999,0.0879277,0.0875741,0.0878378,0.0874395,0.087719,0.0876323,0.0876,0.0872591,0.0870798,0.0869238,0.0869387,0.0865577,0.0865128,0.086739,0.0864771,0.0863318,0.0868724,0.0868655,0.0868738,0.0867571,0.0864837,0.0864362,0.0863744,0.086593,0.0868009,0.0865426,0.0865133,0.0860946,0.0862107,0.0863457,0.086506,0.0865183,0.0863175,0.0863052,0.0864895,0.0865875,0.0861232,0.0864909,0.0860389,0.0862294,0.0861813,0.0866937,0.0863636,0.0865013,0.0861909,0.0860758,0.0858044,0.0860924,0.0866083,0.0861435,0.0863272,0.086483,0.0868166,0.0863413,0.0862752,0.0866067,0.0872397,0.0867875,0.0864795,0.0865183,0.0863838,0.0864331,0.0862655,0.0864527,0.0868124,0.086833,0.0866544,0.0864829,0.0862903,0.0865011,0.0866015,0.0866336,0.0868471,0.0870033,0.0863187,0.0863307,0.0864291,0.0863913,0.0871554,0.0867421,0.086182,0.0863008,0.0864603,0.08648,0.0863974,0.0863284,0.086253,0.0864581,0.0863199,0.0862269,0.0861783,0.0861636,0.0864338,0.0861912,0.0863004,0.0862929,0.0863217,0.0861443,0.0862719,0.0854991,0.0861757,0.086096
